,OTU,Sample,Abundance,sample_number,alt_sample_name,sample_name,date,ncbi_name_16s,ncbi_name_18s,bio_rep,fi_best,location,sample_type,latitude,longitude,elevation_m,ysi_temp,ysi_mmhg,ysi_do_percent,ysi_do,ysi_spc,ysi_conductivity,ysi_tds,ysi_ph,ysi_orp,alkalinity_caco3,anions,bicarbonate_hco3,bromide,calcium,carbonate_co3_alkalinity,cations,chloride,fluoride,hardness,iron,magnesium,nitrate_no3,nitrite_no2,orthophosphate,percent_difference,ph,potassium,silicon,sio2,sodium,spc,strontium,sulfate,tds,d2h,d2h_unc,d18o,d18o_unc,notes,dist_from_summit,aspect,bio_data,d13c..of.DIC.,quadrant,region,order,chemistry,geo_symbol,geo1,geo2,geo3,geo4,geo5,unit_notes,primary_source,Kingdom,Phylum
533,Latescibacterota,JM1730_Crack_Spring,0,3,Crack Spring,Grinnell Spring,8/8/17,JM1730_Crack_Spring,JM1730_Crack_Spring,1,0.71,Glacier National Park,Spring,48.77017057,-113.7161256,1844.04,3.9,624.3,78.1,10.27,68.4,40.9,44.85,7.63,184.4,39,0.8,47,0.008,8.72,0,0.71,0.043,0.023,NA,NA,3.14,0.141,0.01,0.053,-6.24,7.1,0.11,0.8,1.72,0.33,72,0.034,1.17,39,-129.3,0.56,-17.55,0.11,"Emergence on Grinnell Glacier trail. Coming from fracture in rock. Flow is strong enough to gravity pump a filter. Thick moss at base of emergence. Emergence 10 ft up from intersection w trail. Noah fell down on the down climb. Flowers (ran into hortoculturalist): Coreopsis - yellow daisy, iian paintbrush - salmon colored one, purple daisy, white ball one.",NA,,1,-7.9,,Grinnell Region,91,1,Ygl,Grinnell Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,thickness ranges from 530 to 790 m,Glacier Meltwater,Bacteria,Latescibacterota
534,Latescibacterota,JM1714_Lunch_Creek,0,12,Lunch Creek Spring,Lunch Creek Spring,8/12/17,JM1714_Lunch_Creek,JM1714_Lunch_Creek,1,0.93,Glacier National Park,Spring,48.69880031,-113.7051857,1933.65,5.5,613,80.5,10.15,138,86.8,89.7,7.36,248.7,77,1.57,94,0.002,23.4,0,1.43,0.051,0.016,NA,NA,3.06,0.175,0.013,0.037,-4.45,7.5,0.08,1.17,2.49,0.22,141,0.013,0.798,78,-135.3,0.36,-17.78,0.4,Crack in wall where it emerges is karst in nature. Looks like it began as a fracture a over time caused a cavity out of the limstone. Algal mat at emergence a patches of mosses all over the wall. Flow is pretty high. Emergence is about 10 ft up on wall. Filter is very clean. Able to gravity pump. Really no sediment here. Bunch of flowers on drainage along side of the road but no flowers by emergence.,NA,,1,-7.2,,Piegan Region,100,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park",Glacier Meltwater,Bacteria,Latescibacterota
535,Latescibacterota,JM1717_Buzzard_Fountain,0,19,Buzzard Fountain 1,Buzzard Fountain Spring,7/26/17,JM1717_Buzzard_Fountain,JM1717_Buzzard_Fountain,1,0.5,Mount Hood,Spring,45.27743485,-121.6933848,1245.41,8.5,668.5,81.6,9.53,31,21.2,20.15,6.98,183,28,0.59,34,0.001,2.73,0,0.33,0.712,0.007,NA,NA,0.7,0.048,0.012,0.117,-27.84,7,1.44,15,32.1,2.37,29,0.034,0.293,58,-83.9,NA,-12.04,0.04,"Lots of flow coming directly from fountain. It is piped through. Fills up a pool. Note on tree saying ""water not treated"". People came a drank from it anyway. Lots of moss growing. Filtered from the ""source"". It looks like the emergence used to be to the right, but then after the spring box was built the flow preferentially went there. That is where the rocks were taken from, the paleoemergence.",10689.6,S,1,NA,SE,Outlier,19,1,Trbg,Rocks of Barlow Ridge and Gunsight Butte,Early High Cascade Volcanics,No data,Miocene,mixed lithologies,,Precipitation,Bacteria,Latescibacterota
536,Latescibacterota,JM1719_Palmer_B,0,33,Palmer B Spring 1,Palmer B Spring,7/23/17,JM1719_Palmer_B,JM1719_Palmer_B,1,0.41,Mount Hood,Spring,45.35311155,-121.6494124,1677.01,3.3,635.5,71.9,9.62,18.3,10.7,11.7,6.66,241.8,13,0.27,15,0.007,1.75,0,0.2,0.237,0.032,NA,NA,0.13,0.013,0.012,0.055,-14.27,6.9,0.42,10.7,22.9,2.1,20,0.014,0.195,36,-97.6,0.33,-13.51,0,"Zach did 10mg of salt for the meter in the 500 mL bottle. Hike in on Newton Trail, then take Timberline Trail. The hill we sample on is a pyroclastic flow. There are numerous holes, almost karst-like on the slope. There is thick vegetation a lots of down pine trees. The spring we sampled from is a hole, but there are two additional exits south, slightly left of the spring. There are yellow flowers a white, lots of green leafy plants too. Zach took discharge downslope where a bunch of these karst like springs all combine a form a stream.",4302,S,1,-12.2,SE,Outlier,33,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Precipitation,Bacteria,Latescibacterota
537,Latescibacterota,JM1711_Paradise_Park_Spring,0,36,Paradise Park Spring 1,Paradise Park Spring,7/29/17,JM1711_Paradise_Park_Spring,JM1711_Paradise_Park_Spring,1,0.3,Mount Hood,Spring,45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,NA,NA,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,S,1,NA,SW,Zigzag Region,36,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Precipitation,Bacteria,Latescibacterota
538,Latescibacterota,JM1722_James_Spring,0,28,James Spring 1,James Spring,7/25/17,JM1722_James_Spring,JM1722_James_Spring,1,0.04,Mount Hood,Spring,45.33993416,-121.9403534,547.73,10.7,725.9,87.3,9.67,23.9,17.4,15.6,6.91,221.2,12,0.29,14,0.011,1.54,0,0.21,1.56,0.006,NA,NA,0.34,0.011,0.01,0.039,-16.58,6.5,0.41,6.76,14.5,2.11,22,0.018,0.276,28,-68.9,NA,-9.9,0.11,,19508.7,S,1,NA,SW,Outlier,28,1,Trh,Rhododendron Formation,Late Western Cascade Volcanics,Rhododendron Formation,Miocene,mudflow breccia,,Precipitation,Bacteria,Latescibacterota
539,Latescibacterota,JM1716_Bell_Spring,0,18,Bell Spring,Bell Spring,7/26/17,JM1716_Bell_Spring,JM1716_Bell_Spring,2,0.64,Mount Hood,Spring,45.24085857,-121.5045804,1259.74,5.6,666.9,68.3,8.56,50,31.5,32.5,6.87,193.7,29,0.61,36,0.014,4.67,0,0.54,0.634,0.008,NA,NA,2.43,0.08,0.013,0.038,-6.26,6.9,0.31,9.15,19.6,2.26,52,0.062,0.179,48,-94.6,NA,-13.09,NA,Sampled just as we did in Oct 16. Same location. Same location for discharge as well.,21047.5,S,1,NA,SE,Outlier,18,1,QTbg,Basaltic andesite of Grasshopper Point,Late High Cascade Volcanics,Cascade Platform Lavas,Quaternary,basaltic andesite,,Glacier Meltwater,Bacteria,Latescibacterota
540,Latescibacterota,JM1710_Coe_Spring_Run,0,24,Coe Spring Run,Coe Spring Run,7/26/17,JM1710_Coe_Spring_Run,JM1710_Coe_Spring_Run,0,0.14,Mount Hood,Stream,45.44388918,-121.6585131,997.92,8.2,688.7,87,10.26,40.4,27.4,26,6.83,214.2,23,0.51,29,0.002,3.83,0,0.43,0.898,0.03,NA,NA,0.75,0.023,0.013,0.053,-8.38,7.1,1.2,16.5,35.3,3.36,44,0.042,0.549,60,-85.6,0.14,-11.66,0.27,"Tried to fi GPS coordinates, no luck. Decided to sample in the stream instead because we couldn't fi the source. Flow is high a water is clear. Lots of thick vegetation.",8345,N,1,NA,NE,Coe Region,24,1,Qal,Alluvium,Quaternary surficial deposits,Alluvial deposits,Holocene,mixed grained sediments,,Precipitation,Bacteria,Latescibacterota
543,Myxococcota,JM1773_Lunch_Creek,0,12,Lunch Creek Spring,Lunch Creek Spring,8/12/17,JM1773_Lunch_Creek,JM1773_Lunch_Creek,2,0.93,Glacier National Park,Spring,48.69880031,-113.7051857,1933.65,5.5,613,80.5,10.15,138,86.8,89.7,7.36,248.7,77,1.57,94,0.002,23.4,0,1.43,0.051,0.016,NA,NA,3.06,0.175,0.013,0.037,-4.45,7.5,0.08,1.17,2.49,0.22,141,0.013,0.798,78,-135.3,0.36,-17.78,0.4,Crack in wall where it emerges is karst in nature. Looks like it began as a fracture a over time caused a cavity out of the limstone. Algal mat at emergence a patches of mosses all over the wall. Flow is pretty high. Emergence is about 10 ft up on wall. Filter is very clean. Able to gravity pump. Really no sediment here. Bunch of flowers on drainage along side of the road but no flowers by emergence.,NA,,1,-7.2,,Piegan Region,100,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park",Glacier Meltwater,Bacteria,Myxococcota
546,Myxococcota,MtH20_D07_S280,0,60,Warm Spring 1,JM-WS1,9/15/19,MtH20_D07_S280,MtH20_E05,0,0.69,Mount Hood,Spring,45.29596599,-121.7395742,1164.6408,23.5,660.4,20.1,1.52,683,664,NA,7.45,224.6,120,8.02,147,0.174,38.7,NA,7.89,76.3,0.2,224,NA,30.8,NA,NA,NA,-0.77,8,7.41,41.3,88.5,74.4,787,0.249,165,555,-97.42,0.82,-13.525,0.104,First warm spring. Entered Still Creek Campgrou. Drove down along campgrou road until a picnic area was seen. This is Barlow Road/Trail. Take the trail a go to the old swimming pool fouation. Hang a left a you'll fi a stream. This is MS-7 on the Wollenberg 1979 paper.,9279.6,,1,-8.6,SW,Warm Springs,60,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Glacier Meltwater,Bacteria,Myxococcota
548,Myxococcota,JM1774_Crack_Spring,0,3,Crack Spring,Grinnell Spring,8/8/17,JM1774_Crack_Spring,JM1774_Crack_Spring,2,0.71,Glacier National Park,Spring,48.77017057,-113.7161256,1844.04,3.9,624.3,78.1,10.27,68.4,40.9,44.85,7.63,184.4,39,0.8,47,0.008,8.72,0,0.71,0.043,0.023,NA,NA,3.14,0.141,0.01,0.053,-6.24,7.1,0.11,0.8,1.72,0.33,72,0.034,1.17,39,-129.3,0.56,-17.55,0.11,"Emergence on Grinnell Glacier trail. Coming from fracture in rock. Flow is strong enough to gravity pump a filter. Thick moss at base of emergence. Emergence 10 ft up from intersection w trail. Noah fell down on the down climb. Flowers (ran into hortoculturalist): Coreopsis - yellow daisy, iian paintbrush - salmon colored one, purple daisy, white ball one.",NA,,1,-7.9,,Grinnell Region,91,1,Ygl,Grinnell Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,thickness ranges from 530 to 790 m,Glacier Meltwater,Bacteria,Myxococcota
551,Myxococcota,JM1782_Piegan_North,0,18,Piegan North Spring,Piegan North Spring,8/11/17,JM1782_Piegan_North,,2,0.61,Glacier National Park,Spring,48.71661358,-113.6941217,2389.02,2.1,584,77,10.59,23.3,13.1,14.95,7.73,149.1,26,0.53,31,0.004,6.03,0,0.44,0.052,0.005,NA,NA,1.54,0.011,0.009,0.033,-8.85,7.2,0.13,1.31,2.8,0.3,46,0.008,0.597,27,-125.2,0.17,-16.88,0.06,Hiked up Lunch Creek over the ridge a then located the spring down in the drainage. Checked out Piegan glacier but it was too steep to access. Went down into the drainage a the whole area is ki of hummocky a lumpy a there's a bunch of moss. There was a clean emergence through. This side of the mtn (NE of piegan glacier) is more eroded into tallus slope. There are some units of bedrock poking through through. There are a few patches of snow still up on the tallus. Grass a small flowers. pika a flies a grasshoppers.,NA,,1,-10.8,,Piegan Region,106,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park",Glacier Meltwater,Bacteria,Myxococcota
552,Myxococcota,JM177_Piegan_North,0,18,Piegan North Spring,Piegan North Spring,8/11/17,JM177_Piegan_North,JM177_Piegan_North,1,0.61,Glacier National Park,Spring,48.71661358,-113.6941217,2389.02,2.1,584,77,10.59,23.3,13.1,14.95,7.73,149.1,26,0.53,31,0.004,6.03,0,0.44,0.052,0.005,NA,NA,1.54,0.011,0.009,0.033,-8.85,7.2,0.13,1.31,2.8,0.3,46,0.008,0.597,27,-125.2,0.17,-16.88,0.06,Hiked up Lunch Creek over the ridge a then located the spring down in the drainage. Checked out Piegan glacier but it was too steep to access. Went down into the drainage a the whole area is ki of hummocky a lumpy a there's a bunch of moss. There was a clean emergence through. This side of the mtn (NE of piegan glacier) is more eroded into tallus slope. There are some units of bedrock poking through through. There are a few patches of snow still up on the tallus. Grass a small flowers. pika a flies a grasshoppers.,NA,,1,-10.8,,Piegan Region,106,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park",Glacier Meltwater,Bacteria,Myxococcota
554,Myxococcota,MtH17_D04_S272,0,62,Warm Spring 3,JM-WS3,9/16/19,MtH17_D04_S272,MtH17_E02,0,0.86,Mount Hood,Spring,45.2954325,-121.7393565,1162.812,25.6,661,13.5,0.95,1247,1267,NA,7.42,235.6,177,13.26,215,0.174,61.4,NA,12.95,159,NA,360,NA,50.2,NA,NA,NA,-1.2,8.1,11.4,43.3,92.7,126,1240,0.409,249,859,-99.37,0.36,-13.675,0.136,"Walk from picnic area towards the building fouation that remains. Take a left. A region that is highly vegetated a slightly lower elevation is the pool fouation. The walls of it are still staing. On the eastern side is where we samples. I also collected some squishy orange/brown algal mat that was to the left of the emergence, about 2"" to the left.",9328.5,,1,-8.3,SW,Warm Springs,62,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Glacier Meltwater,Bacteria,Myxococcota
556,Myxococcota,JM1778_Paradise_Park_Spring,0,36,Paradise Park Spring 3,Paradise Park Spring,7/29/17,JM1778_Paradise_Park_Spring,JM1778_Paradise_Park_Spring,3,0.3,Mount Hood,Spring,45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,NA,NA,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,S,1,NA,SW,Zigzag Region,36,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Precipitation,Bacteria,Myxococcota
558,Myxococcota,JM1710_Coe_Spring_Run,0,24,Coe Spring Run,Coe Spring Run,7/26/17,JM1710_Coe_Spring_Run,JM1710_Coe_Spring_Run,0,0.14,Mount Hood,Stream,45.44388918,-121.6585131,997.92,8.2,688.7,87,10.26,40.4,27.4,26,6.83,214.2,23,0.51,29,0.002,3.83,0,0.43,0.898,0.03,NA,NA,0.75,0.023,0.013,0.053,-8.38,7.1,1.2,16.5,35.3,3.36,44,0.042,0.549,60,-85.6,0.14,-11.66,0.27,"Tried to fi GPS coordinates, no luck. Decided to sample in the stream instead because we couldn't fi the source. Flow is high a water is clear. Lots of thick vegetation.",8345,N,1,NA,NE,Coe Region,24,1,Qal,Alluvium,Quaternary surficial deposits,Alluvial deposits,Holocene,mixed grained sediments,,Precipitation,Bacteria,Myxococcota
559,Myxococcota,JM1736_Funky_Spring,0,5,Funky Spring,Gould Spring,8/9/17,JM1736_Funky_Spring,,0,0.54,Glacier National Park,Spring,48.73812618,-113.7269936,2151.58,2.5,602.4,79.5,10.83,106.2,60.6,68.9,7.81,138,58,1.19,70,0.008,17.4,0,1.1,0.063,0.008,NA,NA,2.66,0.404,0.011,0.03,-4.12,7.6,0.07,0.79,1.7,0.19,108,0.01,1.24,59,-126.6,0.41,-16.77,0.41,"Hiked over from drainage at weeping wall all the way up to highline trail. Wlked north on the trail a fou a spring on this massive, blocky chunk on the backside of the mountain holding grinnell glacier. Seems to be a lot of loose rok a colluvium. It flattens out on top. Emergence is from uer a big rock but none of these rocks seem in place. Flowers surrouing emergence a a fair amount of insects/grass hoppers/ flies, etc. The rock here seems very metamorphized compared to rock in place earlier on trail. Weird.",NA,,1,-6.7,,Haystack Butte Region,93,1,Yh,Helena Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park",Precipitation,Bacteria,Myxococcota
563,Myxococcota,JM1711_Paradise_Park_Spring,0,36,Paradise Park Spring 1,Paradise Park Spring,7/29/17,JM1711_Paradise_Park_Spring,JM1711_Paradise_Park_Spring,1,0.3,Mount Hood,Spring,45.34165555,-121.738599,1582.22,2.8,643,84.5,11.42,19.4,11.2,12.35,6.46,206.8,10,0.25,12,0.012,1.11,0,0.17,0.397,0.128,NA,NA,0.27,0.013,0.012,0.056,-17.32,6.6,0.41,11.3,24.2,1.98,19,0.006,1.15,36,-88.3,0,-12.3,0.45,"This spring is within a small valley on the eastern side of zigzag canyon. At first it appeared that a nearby snowpackk was the driving factor providing flow, but when we went down we saw it is definitely a large spring. It emerges from beneath a tree a a rock with a huge amount of flow. Up valley is dry with no snow pack. The vegetation is sparse here. mall shrubs. No flowers here. ",4872.9,S,1,NA,SW,Zigzag Region,36,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Precipitation,Bacteria,Myxococcota
566,Myxococcota,JM1733_Camp_Creek,0,20,Camp Creek Spring,Camp Creek Spring,7/27/17,JM1733_Camp_Creek,JM1733_Camp_Creek,0,0.39,Mount Hood,Spring,45.31425513,-121.7377782,1369.47,2.9,660.6,83.7,11.22,60.6,35.1,39.65,6.53,196.2,18,0.65,22,NA,4.79,0,0.56,8.97,0.016,NA,NA,0.84,0.045,0.013,0.042,-7.94,6.8,1.02,16.7,35.7,5.08,65,0.032,1.79,69,-85,0.29,-12.01,0.23,"This is the source of water for Gov't Camp. There are a few spring emergences in one region (fenced). Greg Wanner showed us this one. There seems to be maybe a contact here causing these springs to pop out. The flow is a lot. There are also pipes bringing this additional flow from the other spring emergences within this zone into one area where there is a spring box that runs to the pipes for gov't camp. Trees, bushes, thorny plants, salmon berries, huckelberries.",7363.5,S,1,-11.9,SW,Palmer Region,20,1,Qhpc,Pyroclastic flow and debris-flow deposits,Late High Cascade Volcanics,Mt. Hood Volcano,Quaternary,intermediate composition lithologies,,Precipitation,Bacteria,Myxococcota
567,Myxococcota,JM1725_Elizabeth_Spring,0,4,Elizabeth Spring,Piegan Spring,8/7/17,JM1725_Elizabeth_Spring,,1,0.99,Glacier National Park,Spring,48.70314771,-113.6939869,2368.3,0.5,586.4,75.6,10.92,19.4,10.4,12.35,7.32,189.9,11,0.26,13,0.018,2.19,0,0.19,0.046,0.004,NA,NA,0.82,0.018,0.011,0.03,-15.7,6.6,0.07,0.45,0.96,0.19,20,0.006,1.97,13,-135,0.42,-18.21,0.16,"Another spring, but closer to lunch creek. Massive emergence. Flowing out from layered stromatelite a limestone/dolostone bedding. Emergence is large enough for me to crawl into. Water is cold a there is vegetation like mosses growing within the karst like emergence/tunnel. Same flowers as last spring. Gnats flying arou. Rare bird that is going extinct was seen. Saw a grou squirrel too. YSI downstream is essentially the same. Fou an ooid rock sample within the karst emergence.",NA,,1,-16,,Piegan Region,92,1,Ysn,Snowslip Formation,Belt Supergroup,Middle Proterozoic,Middle Proterozoic,Middle Proterozoic,"at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park",Glacier Meltwater,Bacteria,Myxococcota
